id,focus,signal,slack,drag,confidence,score,lane
l001,nonce pressure,35,33,6,25,164,watch
l002,settlement risk,35,34,6,55,225,ship
l003,proof depth,35,35,6,85,286,ship
l004,event finality,35,36,18,25,119,watch
l005,nonce pressure,35,37,18,55,180,watch
l006,settlement risk,35,38,18,85,241,ship
l007,proof depth,35,39,34,25,58,hold
l008,event finality,35,40,34,55,119,watch
l009,nonce pressure,35,41,34,85,180,watch
l010,settlement risk,60,42,6,25,248,ship
l011,proof depth,60,43,6,55,309,ship
l012,event finality,60,44,6,85,370,ship
l013,nonce pressure,60,45,18,25,203,watch
l014,settlement risk,60,46,18,55,264,ship
l015,proof depth,60,47,18,85,325,ship
l016,event finality,60,48,34,25,142,watch
l017,nonce pressure,60,32,34,55,186,watch
l018,settlement risk,60,33,34,85,247,ship
l019,proof depth,85,34,6,25,315,ship
l020,event finality,85,35,6,55,376,ship
l021,nonce pressure,85,36,6,85,437,ship
l022,settlement risk,85,37,18,25,270,ship
l023,proof depth,85,38,18,55,331,ship
l024,event finality,85,39,18,85,392,ship
l025,nonce pressure,85,40,34,25,209,ship
l026,settlement risk,85,41,34,55,270,ship
l027,proof depth,85,42,34,85,331,ship
